id,ACTION
202,0.913468
203,0.988891
204,0.955178
205,0.876170
206,0.975754
207,0.991762
208,0.967869
209,0.567795
210,0.636505
211,0.932828
212,0.919343
213,1.000000
214,0.989069
215,0.990693
216,0.954994
217,0.995229
218,0.975348
219,0.999944
220,0.992405
221,0.674345
222,1.000000
223,0.997000
224,0.973472
225,0.989137
226,0.681056
227,0.940948
228,0.994100
229,0.999600
230,0.987356
231,0.940987
232,0.762887
233,0.940762
234,0.272759
235,0.987920
236,0.695545
237,0.996586
238,0.941333
239,0.924714
240,0.999714
241,0.990904
242,0.743329
243,0.292168
244,0.972575
245,0.989623
246,0.967009
247,0.953553
248,0.983799
249,0.983015
250,0.991569
251,0.928974
252,0.689995
253,0.979155
254,0.997333
255,0.999100
256,0.977378
257,0.990034
258,0.893032
259,0.997619
260,0.999632
261,0.967892
262,0.977227
263,0.997418
264,1.000000
265,0.994833
266,0.958738
267,0.996368
268,0.999500
269,0.993290
270,0.996132
271,0.982863
272,0.932936
273,1.000000
274,0.350080
275,0.997833
276,0.964267
277,0.966032
278,0.993800
279,0.964117
280,0.973361
281,0.998800
282,0.986867
283,0.974283
284,0.928883
285,0.994333
286,0.934151
287,0.994333
288,0.997744
289,0.998300
290,0.999100
291,0.807812
292,0.765681
293,0.984285
294,0.968316
295,0.993199
296,0.264610
297,0.483884
298,0.980491
299,0.876246
300,0.996529
301,0.919983
302,0.998000
303,0.781762
304,0.878403
305,0.997000
306,0.992462
307,0.999302
308,1.000000
309,0.991622
310,0.989772
311,0.992857
312,0.988064
313,0.998890
314,0.985624
315,0.979033
316,0.999600
317,0.883913
318,0.995630
319,0.975552
320,0.998021
321,0.992677
322,0.332245
323,0.999500
324,0.982229
325,0.994000
326,0.727335
327,0.993418
328,0.999612
329,0.991718
330,0.967458
331,1.000000
332,1.000000
333,0.968809
334,0.972729
335,0.998646
336,0.932949
337,0.997000
338,0.990719
339,0.998817
340,0.947027
341,0.980413
342,0.973785
343,0.881120
344,0.999944
345,0.972281
346,0.925866
347,0.985942
348,0.984967
349,0.983774
350,0.811849
351,0.991808
352,0.999715
353,0.998962
354,0.491111
355,0.980998
356,0.999139
357,0.959570
358,0.986450
359,0.978015
360,0.558563
361,0.992500
362,0.983355
363,0.995838
364,0.911826
365,1.000000
366,0.989383
367,0.992716
368,0.995196
369,0.985368
370,0.999350
371,1.000000
372,0.929178
373,0.911413
374,0.289020
375,0.976159
376,0.985505
377,0.553904
378,0.987200
379,0.998800
380,0.834223
381,0.709744
382,0.996478
383,0.994777
384,0.865509
385,0.860390
386,0.999382
387,0.774331
388,0.895918
389,0.994588
390,0.988900
391,0.979057
392,0.971645
393,0.975787
394,0.998724
395,0.966388
396,0.992057
397,0.999600
398,0.997200
399,0.993347
400,0.996433
401,0.982826
402,0.982910
403,0.988911
404,0.859346
405,0.993600
406,0.958802
407,0.938291
408,0.984864
409,0.986900
410,0.999800
411,0.995355
412,0.864799
413,0.962077
414,0.985620
415,0.986200
416,0.952391
417,1.000000
418,0.995467
419,0.921559
420,0.992551
421,0.997118
422,0.990302
423,0.963000
424,0.896457
425,0.997000
426,0.999143
427,0.988013
428,0.981038
429,0.854444
430,1.000000
431,1.000000
432,0.864872
433,0.985333
434,0.979430
435,0.974089
436,0.995863
437,0.965097
438,0.168600
439,0.904749
440,0.328502
441,0.988880
442,0.986467
443,0.976727
444,1.000000
445,0.939998
446,0.997165
447,0.934742
448,0.998000
449,0.999735
450,0.975000
451,0.802241
452,0.995444
453,0.999000
454,0.813396
455,0.965241
456,0.998000
457,0.990067
458,0.930281
459,0.998500
460,0.622933
461,0.660614
462,1.000000
463,0.989815
464,0.986178
465,0.997917
466,0.997093
467,0.301470
468,0.937057
469,0.991899
470,0.996391
471,0.990416
472,0.954634
473,0.997865
474,0.992636
475,0.987811
476,0.983411
477,0.998038
478,0.993117
479,0.987800
480,1.000000
481,0.986467
482,0.973166
483,0.998682
484,0.997725
485,0.999532
486,0.981017
487,0.961920
488,0.986454
489,0.999500
490,0.979185
491,0.985463
492,0.996900
493,0.888614
494,1.000000
495,0.994971
496,0.999095
497,1.000000
498,0.999317
499,0.988546
500,0.998517
501,0.997282
502,0.760173
503,0.978567
504,0.996257
505,0.860641
506,0.996580
507,1.000000
508,0.994522
509,0.963867
510,0.226087
511,0.987680
512,0.969085
513,0.991433
514,0.870336
515,0.993438
516,0.996059
517,0.985847
518,0.934548
519,0.970049
520,0.717418
521,0.999456
522,0.890811
523,0.981300
524,0.193310
525,0.982815
526,0.499564
527,0.950256
528,0.991044
529,0.926056
530,0.985867
531,0.972107
532,0.983933
533,0.989700
534,0.928035
535,0.991737
536,0.998000
537,0.989517
538,0.985839
539,0.908155
540,0.980698
541,0.976502
542,0.999000
543,0.641706
544,0.979367
545,0.919166
546,0.997069
547,0.534418
548,0.962265
549,0.896726
550,0.991018
551,0.996614
552,0.935948
553,0.983975
554,0.961132
555,0.985400
556,0.978232
557,0.998000
558,0.960288
559,0.985351
560,0.977184
561,0.908495
562,0.987848
563,0.981307
564,0.896103
565,0.993033
566,0.902581
567,0.947964
568,0.957581
569,0.996031
570,0.997500
571,0.685607
572,0.995203
573,0.865141
574,0.899413
575,0.996700
576,0.999339
577,0.992431
578,0.991667
579,0.785042
580,0.960590
581,0.999418
582,0.984567
583,0.981150
584,0.984971
585,0.995545
586,0.833802
587,0.995220
588,0.953469
589,0.984936
590,0.988478
591,0.975461
592,0.990000
593,0.859321
594,0.952021
595,1.000000
596,0.975698
597,0.992800
598,0.992595
599,0.958351
600,0.989777
601,0.987767
602,0.985913
603,0.999214
604,0.945561
605,0.981267
606,0.989333
607,0.997100
608,0.975004
609,0.970505
610,0.955533
611,0.989519
612,0.947514
613,0.915185
614,0.535116
615,0.999929
616,0.662320
617,0.994740
618,0.896961
619,1.000000
620,0.917389
621,0.995867
622,0.983222
623,0.974943
624,0.738036
625,0.989514
626,0.999724
627,0.998400
628,0.991935
629,0.984853
630,0.999500
631,0.990174
632,0.966110
633,0.999839
634,0.996359
635,0.955089
636,0.993543
637,0.996114
638,0.985924
639,0.976344
640,1.000000
641,0.994955
642,0.985662
643,0.990514
644,0.925661
645,0.971615
646,0.860819
647,0.945242
648,0.942467
649,0.995100
650,0.949622
651,0.970121
652,0.999333
653,0.629906
654,0.994791
655,0.882667
656,0.999402
657,0.964302
658,0.988342
659,0.977447
660,0.987856
661,0.970976
662,0.958151
663,0.991944
664,0.983281
665,0.946079
666,0.576233
667,0.850969
668,0.997873
669,0.965577
670,0.783933
671,0.890846
672,0.911905
673,0.570255
674,0.978278
675,0.960846
676,0.959629
677,0.826263
678,0.998475
679,0.999350
680,0.971460
681,0.568433
682,0.653129
683,0.993642
684,0.974276
685,0.984136
686,0.946078
687,0.975121
688,0.999479
689,0.996167
690,0.993868
691,0.991567
692,0.982400
693,0.757507
694,0.997188
695,0.998667
696,0.973971
697,0.956613
698,0.993466
699,0.959580
700,0.975084
701,0.954383
702,1.000000
703,0.983529
704,0.952451
705,0.900691
706,0.962642
707,0.831334
708,0.995752
709,0.968617
710,0.991000
711,0.519650
712,0.985043
713,0.999929
714,0.995700
715,0.985367
716,0.922743
717,0.979936
718,0.977895
719,0.959236
720,0.984855
721,0.984254
722,0.986465
723,0.991432
724,0.978427
725,1.000000
726,0.982057
727,0.985406
728,0.999567
729,0.962615
730,0.904850
731,0.929449
732,1.000000
733,0.996000
734,0.997000
735,0.942696
736,0.749640
737,0.985181
738,0.997200
739,0.999857
740,0.998400
741,0.999845
742,0.966743
743,0.997533
744,0.986693
745,0.998000
746,0.991251
747,0.997548
748,0.996167
749,0.997607
750,0.998500
751,0.970200
752,0.992710
753,0.995807
754,1.000000
755,0.990648
756,0.855462
757,0.987248
758,0.986067
759,0.995354
760,0.998433
761,0.993100
762,0.987903
763,0.850016
764,0.981280
765,0.984884
766,0.994714
767,0.904354
768,0.997867
769,0.939118
770,0.988503
771,0.998000
772,0.980525
773,0.988088
774,0.989539
775,0.998340
776,0.640868
777,0.995802
778,0.987614
779,0.973367
780,0.990138
781,0.875855
782,0.994867
783,0.929300
784,0.994114
785,0.943808
786,0.962537
787,0.976670
788,0.971668
789,0.999464
790,0.891601
791,0.983933
792,1.000000
793,0.960800
794,0.935986
795,0.990209
796,0.964428
797,0.988326
798,0.991350
799,0.939333
800,0.992679
801,0.980503
802,0.997891
803,0.973234
804,0.980108
805,0.995133
806,0.997541
807,0.761194
808,0.907250
809,0.990549
810,0.998568
811,0.971604
812,0.400814
813,0.997400
814,0.942482
815,0.668511
816,1.000000
817,0.996643
818,0.998384
819,0.983834
820,0.979709
821,0.911588
822,0.990004
823,0.998667
824,0.990480
825,0.993200
826,0.936650
827,1.000000
828,0.927198
829,0.937967
830,1.000000
831,0.915085
832,0.978517
833,0.969433
834,0.986338
835,0.994933
836,0.987233
837,0.949549
838,0.993748
839,0.952491
840,0.965200
841,0.994072
842,1.000000
843,1.000000
844,0.998962
845,0.994745
846,0.997387
847,0.995999
848,0.999931
849,0.995754
850,0.602344
851,0.995000
852,0.979449
853,0.980001
854,0.480343
855,0.970599
856,0.999600
857,0.986691
858,0.950445
859,1.000000
860,0.994867
861,0.993109
862,0.913518
863,0.991464
864,0.964444
865,0.887593
866,0.987243
867,0.997347
868,0.989971
869,0.994213
870,0.993936
871,0.975884
872,0.929649
873,0.987386
874,0.989136
875,1.000000
876,0.992293
877,0.962295
878,0.964728
879,0.971579
880,0.969967
881,0.965729
882,0.971567
883,0.998833
884,0.909081
885,0.981273
886,0.996400
887,0.993734
888,0.998071
889,0.991703
890,0.994960
891,0.997037
892,0.903731
893,0.687970
894,0.995700
895,0.992168
896,0.997706
897,0.648957
898,0.954686
899,0.953258
900,0.997048
901,0.999967
902,0.983366
903,0.990138
904,0.999064
905,0.994867
906,0.979157
907,0.994167
908,0.999507
909,0.928030
910,0.969366
911,0.919740
912,0.976256
913,1.000000
914,0.995408
915,0.998218
916,0.991600
917,0.999600
918,0.996008
919,0.997259
920,0.998400
921,0.978800
922,0.999668
923,0.969632
924,0.991662
925,0.882463
926,1.000000
927,0.996899
928,0.995354
929,0.973112
930,1.000000
931,0.990833
932,0.984767
933,0.945474
934,0.965840
935,0.999000
936,0.789612
937,0.998541
938,0.984525
939,0.978685
940,0.999389
941,0.994312
942,0.969583
943,0.329571
944,0.998962
945,0.947981
946,0.957659
947,0.985443
948,0.975723
949,0.972605
950,0.998375
951,0.998402
952,0.802332
953,0.996167
954,0.995707
955,0.990500
956,0.476759
957,0.974000
958,0.978898
959,0.528434
960,0.860479
961,0.877482
962,0.994327
963,0.999697
964,0.961088
965,0.980432
966,0.957610
967,0.990267
968,0.941903
969,0.997879
970,0.964768
971,0.983132
972,1.000000
973,0.984233
974,0.998878
975,0.979041
976,0.993008
977,0.987678
978,0.922862
979,0.975076
980,0.545519
981,0.997504
982,0.995517
983,1.000000
984,0.367894
985,0.962367
986,0.973741
987,0.999621
988,0.997503
989,0.981153
990,0.513237
991,0.439565
992,0.936377
993,0.999000
994,0.999333
995,0.981566
996,0.990207
997,0.667113
998,0.977288
999,0.997600
1000,0.983700
1001,0.915449
1002,0.962448
1003,0.994091
1004,0.997683
1005,0.988511
1006,0.967950
1007,0.986994
1008,0.999000
1009,0.997700
1010,0.999500
1011,0.999762
1012,1.000000
1013,0.994152
1014,0.979099
1015,0.954379
1016,0.988842
1017,0.329438
1018,0.990663
1019,0.979561
1020,0.997700
1021,1.000000
1022,0.916928
1023,0.994595
1024,0.994905
1025,0.988291
1026,0.957143
1027,0.993500
1028,0.998618
1029,0.995040
1030,0.997622
1031,0.989068
1032,1.000000
1033,1.000000
1034,0.971490
1035,0.996967
1036,0.998480
1037,0.988212
1038,0.964346
1039,0.958184
1040,0.985822
1041,0.988413
1042,0.985234
1043,0.234886
1044,0.768400
1045,0.906278
1046,0.989686
1047,0.906325
1048,0.941869
1049,0.276297
1050,0.997881
1051,0.999875
1052,0.999000
1053,0.998655
1054,0.929299
1055,0.955016
1056,0.978281
1057,0.919554
1058,0.988457
1059,0.994800
1060,0.982102
1061,0.995057
1062,0.986762
1063,0.985485
1064,0.987961
1065,0.999500
1066,0.999873
1067,0.999443
1068,0.975895
1069,0.961280
1070,0.990743
1071,0.376622
1072,0.998667
1073,0.868207
1074,0.993908
1075,1.000000
1076,0.997000
1077,0.987267
1078,0.983139
1079,0.999333
1080,0.945175
1081,0.998433
1082,0.999600
1083,1.000000
1084,0.996700
1085,0.920209
1086,1.000000
1087,0.991335
1088,0.945780
1089,0.980544
1090,0.998000
1091,0.977796
1092,0.998158
1093,0.997500
1094,0.991500
1095,0.999808
1096,0.987077
1097,1.000000
1098,0.993133
1099,0.995615
1100,0.939012
1101,0.923884
1102,0.891725
1103,0.996000
1104,0.975782
1105,0.994367
1106,0.999600
1107,0.993182
1108,0.996992
1109,1.000000
1110,0.995117
1111,0.998844
1112,0.998773
1113,0.998800
1114,0.888246
1115,0.988467
1116,0.998380
1117,0.976061
1118,0.967601
1119,0.958619
1120,0.970622
1121,0.967282
1122,0.497050
1123,0.963459
1124,0.954546
1125,0.997633
1126,0.977870
1127,0.996000
1128,0.993701
1129,0.997725
1130,0.996048
1131,0.961314
1132,0.986018
1133,0.954610
1134,0.999689
1135,0.667533
1136,0.969907
1137,0.957487
1138,0.998500
1139,0.994408
1140,0.816432
1141,0.963908
1142,0.977077
1143,0.944396
1144,0.971790
1145,0.996467
1146,1.000000
1147,0.993433
1148,0.923923
1149,0.988374
1150,0.985867
1151,0.999724
1152,0.993675
1153,0.993729
1154,0.790792
1155,1.000000
1156,0.976284
1157,0.989655
1158,0.982197
1159,0.995726
1160,0.982815
1161,0.904160
1162,0.996333
1163,0.965906
1164,0.968867
1165,0.994350
1166,0.991300
1167,0.997919
1168,0.820428
1169,0.893477
1170,0.998926
1171,0.998298
1172,0.985365
1173,0.982381
1174,0.839698
1175,1.000000
1176,0.984994
1177,0.989244
1178,0.980267
1179,0.995178
1180,0.608654
1181,0.877167
1182,0.926452
1183,0.966963
1184,0.989150
1185,0.998533
1186,0.994518
1187,0.975935
1188,0.548425
1189,0.999451
1190,0.994692
1191,0.997214
1192,0.974468
1193,0.994667
1194,0.969933
1195,0.955500
1196,0.988831
1197,0.999000
1198,0.917938
1199,0.985440
1200,0.999567
1201,0.939357
1202,0.996033
1203,1.000000
1204,0.996459
1205,0.989409
1206,0.986433
1207,0.871543
1208,0.997156
1209,0.444422
1210,0.937911
1211,0.975772
1212,0.993909
1213,0.950080
1214,0.983941
1215,1.000000
1216,0.871422
1217,0.969052
1218,0.951500
1219,0.930714
1220,0.962237
1221,0.997279
1222,0.900717
1223,0.979437
1224,0.641374
1225,0.994000
1226,0.971433
1227,0.999800
1228,0.954475
1229,0.990749
1230,1.000000
1231,0.996615
1232,0.978829
1233,0.992023
1234,0.995933
1235,0.998136
1236,0.994156
1237,0.987997
1238,0.998000
1239,0.994867
1240,0.964015
1241,0.872972
1242,0.982103
1243,0.998333
1244,0.999200
1245,0.985633
1246,0.825021
1247,0.880559
1248,0.999727
1249,0.960101
1250,1.000000
1251,0.944396
1252,0.812130
1253,1.000000
1254,0.997167
1255,0.996237
1256,0.998000
1257,0.991188
1258,0.997892
1259,0.996063
1260,0.994716
1261,0.983029
1262,0.992849
1263,0.991544
1264,0.973402
1265,0.977025
1266,0.975603
1267,0.997333
1268,0.950325
1269,0.998882
1270,0.991933
1271,0.994300
1272,0.997968
1273,0.973598
1274,0.968570
1275,0.997500
1276,0.984600
1277,0.999683
1278,0.983776
1279,0.999108
1280,0.912897
1281,0.993723
1282,0.989994
1283,0.994983
1284,0.982743
1285,0.990600
1286,0.930862
1287,0.776257
1288,0.960987
1289,0.736492
1290,0.997072
1291,0.999511
1292,0.989318
1293,0.987715
1294,0.951816
1295,0.998717
1296,0.939513
1297,0.996576
1298,0.966339
1299,0.981200
1300,0.967984
1301,0.983965
1302,0.937650
1303,0.993867
1304,0.980230
1305,0.977154
1306,0.990979
1307,0.994300
1308,0.985200
1309,0.995813
1310,0.982208
1311,0.985238
1312,0.975745
1313,0.485965
1314,0.985612
1315,0.990134
1316,0.997938
1317,0.927521
1318,0.993244
1319,0.998848
1320,0.448434
1321,0.980710
1322,0.977790
1323,0.997645
1324,0.998630
1325,0.966714
1326,0.974972
1327,0.880524
1328,0.989292
1329,0.963960
1330,0.996584
1331,0.999100
1332,0.992967
1333,0.775244
1334,0.980617
1335,0.916411
1336,0.981022
1337,0.996694
1338,0.993700
1339,0.811596
1340,0.993033
1341,0.921527
1342,0.997748
1343,0.982381
1344,0.989347
1345,1.000000
1346,0.997134
1347,0.999458
1348,0.977703
1349,0.967703
1350,0.997172
1351,0.861471
1352,0.991767
1353,0.899206
1354,0.992822
1355,0.994167
1356,0.974073
1357,0.979984
1358,0.921015
1359,0.222011
1360,0.928662
1361,0.983100
1362,0.979120
1363,0.992862
1364,0.872368
1365,0.916133
1366,0.994906
1367,0.998200
1368,0.999119
1369,0.998736
1370,0.861224
1371,0.996759
1372,0.624396
1373,0.684777
1374,0.986946
1375,0.990133
1376,0.995248
1377,0.912527
1378,0.989067
1379,0.916104
1380,0.997954
1381,0.999568
1382,0.981437
1383,1.000000
1384,1.000000
1385,0.982449
1386,0.990400
1387,0.989743
1388,0.945987
1389,1.000000
1390,0.996700
1391,0.434695
1392,0.995867
1393,0.924563
1394,0.992558
1395,0.806678
1396,0.994167
1397,0.996535
1398,0.984043
1399,0.951141
1400,0.990764
1401,0.993200
1402,0.983791
1403,0.958589
1404,0.908139
1405,0.895048
1406,0.987694
1407,0.990571
1408,0.995631
1409,0.612422
1410,0.976750
1411,0.981857
1412,0.988052
1413,0.517199
1414,0.363732
1415,0.993393
1416,0.996600
1417,0.777681
1418,0.982535
1419,0.998933
1420,0.991947
1421,1.000000
1422,0.991319
1423,0.993347
1424,0.988831
1425,0.970562
1426,0.993367
1427,0.999600
1428,0.930777
1429,0.412463
1430,0.989259
1431,0.996564
1432,0.995819
1433,0.257689
1434,0.848750
1435,0.978255
1436,1.000000
1437,0.996167
1438,0.998000
1439,0.901795
1440,0.910943
1441,0.848128
1442,0.995200
1443,0.990300
1444,0.998882
1445,0.994500
1446,0.980330
1447,0.982963
1448,0.955093
1449,0.993490
1450,0.820744
1451,0.970465
1452,0.998333
1453,0.986426
1454,0.958767
1455,0.995276
1456,0.917841
1457,0.991700
1458,0.998839
1459,0.987533
1460,0.993767
1461,1.000000
1462,0.408103
1463,0.996755
1464,0.506656
1465,0.998800
1466,0.995926
1467,0.972587
1468,0.980133
1469,0.993839
1470,0.983478
1471,0.999552
1472,0.863614
1473,0.891250
1474,0.995767
1475,0.996241
1476,0.999539
1477,0.957960
1478,0.998800
1479,0.977155
1480,0.932188
1481,1.000000
1482,0.920792
1483,0.987276
1484,0.886412
1485,0.990645
1486,0.990472
1487,0.990581
1488,0.907861
1489,0.980316
1490,0.877482
1491,0.997000
1492,0.996121
1493,0.954489
1494,0.895535
1495,0.994383
1496,0.966567
1497,0.997900
1498,0.988175
1499,0.974924
1500,0.983262
1501,0.997016
1502,0.889349
1503,0.986321
1504,0.970410
1505,0.941667
1506,0.894566
1507,0.993166
1508,0.962014
1509,0.994537
1510,0.996727
1511,0.998063
1512,0.982033
1513,0.997300
1514,0.974722
1515,0.981895
1516,0.845710
1517,0.751549
1518,0.899120
1519,0.999500
1520,0.975605
1521,0.996610
1522,0.926021
1523,0.990675
1524,0.751307
1525,0.995905
1526,0.998403
1527,0.988973
1528,0.983343
1529,0.984465
1530,0.999389
1531,0.968594
1532,0.963828
1533,0.995900
1534,0.992864
1535,0.999200
1536,0.992224
1537,0.995700
1538,0.999000
1539,0.981791
1540,0.995276
1541,1.000000
1542,0.988700
1543,0.955638
1544,0.907339
1545,0.993518
1546,0.992687
1547,0.980882
1548,0.987701
1549,0.999895
1550,0.990200
1551,0.964591
1552,0.992750
1553,0.997588
1554,0.999600
1555,0.990667
1556,0.996478
1557,0.967542
1558,0.999000
1559,0.976401
1560,0.994720
1561,0.991527
1562,0.969931
1563,0.792306
1564,0.983116
1565,0.994933
1566,0.916288
1567,0.999645
1568,0.991269
1569,0.965658
1570,0.602587
1571,0.866012
1572,0.988719
1573,0.480158
1574,1.000000
1575,0.913486
1576,0.978599
1577,0.936778
1578,0.988344
1579,0.997365
1580,0.696163
1581,0.962383
1582,0.975400
1583,0.990363
1584,0.998000
1585,0.986827
1586,0.988943
1587,0.983208
1588,0.972814
1589,1.000000
1590,0.999839
1591,0.924567
1592,0.990933
1593,0.957244
1594,0.925462
1595,0.269373
1596,0.984324
1597,0.993002
1598,0.991369
1599,0.364971
1600,0.992168
1601,0.994005
1602,0.984100
1603,0.963563
1604,0.989264
1605,0.997933
1606,0.967408
1607,0.923656
1608,0.668732
1609,0.959294
1610,0.960968
1611,1.000000
1612,0.991501
1613,0.996190
1614,0.961935
1615,0.999899
1616,0.995692
1617,0.499585
1618,0.998517
1619,0.999909
1620,0.900395
1621,0.809171
1622,0.912424
1623,0.945875
1624,0.992600
1625,0.993467
1626,0.998000
1627,0.483310
1628,0.976917
1629,0.916245
1630,0.985062
1631,1.000000
1632,0.985054
1633,0.891305
1634,0.997000
1635,0.942447
1636,0.923712
1637,0.990626
1638,0.996500
1639,0.993331
1640,0.982467
1641,0.996033
1642,0.994492
1643,1.000000
1644,0.992540
1645,0.837475
1646,0.995328
1647,0.974781
1648,1.000000
1649,0.948157
1650,0.994633
1651,0.863280
1652,0.996833
1653,0.988167
1654,0.998933
1655,0.987591
1656,0.985704
1657,0.973656
1658,0.939539
1659,0.860975
1660,0.999528
1661,0.996000
1662,0.999500
1663,0.998000
1664,0.978686
1665,0.991455
1666,0.998296
1667,0.824718
1668,1.000000
1669,1.000000
1670,0.992391
1671,0.872832
1672,0.984035
1673,0.931790
1674,0.999033
1675,0.409190
1676,0.395559
1677,0.932639
1678,1.000000
1679,0.996267
1680,0.995714
1681,0.915088
1682,0.999228
1683,0.991100
1684,0.746135
1685,0.955334
1686,0.989633
1687,0.948900
1688,0.992237
1689,0.995717
1690,0.992419
1691,0.997601
1692,0.999488
1693,0.998271
1694,0.783324
1695,0.996000
1696,0.997700
1697,0.995700
1698,0.951042
1699,0.997529
1700,0.999571
1701,0.939141
1702,1.000000
1703,0.984005
1704,0.995571
1705,0.990695
1706,0.972047
1707,0.963300
1708,0.972192
1709,0.995500
1710,0.994071
1711,0.967579
1712,0.997300
1713,0.446819
1714,0.962383
1715,0.852120
1716,0.987533
1717,0.959366
1718,0.143819
1719,0.996806
1720,0.999293
1721,0.998797
1722,0.893585
1723,0.991700
1724,0.994400
1725,0.988900
1726,0.997600
1727,0.990021
1728,0.991377
1729,0.984474
1730,0.979181
1731,0.976154
1732,0.991477
1733,0.996667
1734,0.987100
1735,0.995733
1736,0.903733
1737,0.954168
1738,0.998000
1739,0.993665
1740,0.993267
1741,0.976948
1742,0.998500
1743,0.939522
1744,0.953133
1745,0.991600
1746,0.999562
1747,0.997500
1748,0.956819
1749,0.999000
1750,0.989742
1751,0.975828
1752,0.990900
1753,0.999149
1754,0.996973
1755,0.968052
1756,0.994161
1757,0.972479
1758,0.994121
1759,0.992911
1760,0.967857
1761,0.732041
1762,0.956230
1763,0.998833
1764,0.967617
1765,0.995758
1766,0.985332
1767,0.976992
1768,0.192903
1769,0.956776
1770,0.956935
1771,0.998833
1772,1.000000
1773,0.988933
1774,0.888896
1775,0.996000
1776,0.879665
1777,0.962349
1778,0.645304
1779,0.997895
1780,0.913569
1781,0.931118
1782,0.784926
1783,0.998923
1784,0.951508
1785,1.000000
1786,0.993854
1787,0.934352
1788,0.988651
1789,0.959866
1790,0.999600
1791,0.715952
1792,0.999721
1793,0.993167
1794,0.837343
1795,0.993804
1796,0.846225
1797,0.861127
1798,0.997333
1799,0.995020
1800,0.986788
1801,0.978128
1802,0.998635
1803,0.975750
1804,0.998520
1805,0.908619
1806,0.987281
1807,0.996133
1808,0.999571
1809,0.999839
1810,0.975133
1811,0.995930
1812,0.997000
1813,0.594907
1814,0.934083
1815,0.938031
1816,0.990096
1817,0.969397
1818,1.000000
1819,0.974203
1820,0.995314
1821,0.991889
1822,0.993504
1823,0.946733
1824,0.537005
1825,0.995892
1826,0.988450
1827,0.998000
1828,0.996433
1829,0.998000
1830,0.923256
1831,0.993333
1832,1.000000
1833,0.987889
1834,0.973986
1835,0.966422
1836,0.972981
1837,0.993317
1838,0.973244
1839,0.957117
1840,0.974324
1841,0.993171
1842,0.998921
1843,0.995848
1844,0.992497
1845,0.998400
1846,0.940966
1847,0.996638
1848,0.986735
1849,1.000000
1850,0.986300
1851,0.926837
1852,0.962167
1853,0.601554
1854,0.941193
1855,0.998395
1856,0.989173
1857,0.996261
1858,0.622923
1859,0.986837
1860,0.696055
1861,0.977116
1862,0.997800
1863,0.913312
1864,0.974139
1865,0.981099
1866,1.000000
1867,0.986057
1868,0.992961
1869,0.902304
1870,0.950228
1871,0.998200
1872,0.988116
1873,0.512400
